eps_num,iter,critic_loss,actor_loss,csc_samples_neg,csc_samples_pos,train_acc,snap_iter,beta_score,main_critic_loss,main_actor_loss,main_beta_score,main_prox_critic,main_prox_actor,main_avg_prox_coef,tidx,avg_rewards,one_raw_reward
847,100068,9706.637817382812,-217.76121215820314,125,143,0.9888059701492538,10,1.0,777.376848449707,-13.871530647277831,0.058843922,2.713504599928856,0.0,0.09999999999999998,13,8377.899781022723,8812.03654265813
847,100068,10498.09716796875,-264.25913391113284,77,91,0.9940476190476191,10,1.0,883.134284362793,-20.7703621673584,0.0709611,4.493996832370758,0.0004170936652980117,0.09999999999999998,14,6364.430853575572,5647.697052263067
847,100068,8934.962475585937,-226.63364868164064,141,156,1.0,10,1.0,441.7531637954712,-5.808122229576111,0.021117175,2.1091629457473755,0.0,0.09999999999999998,15,9322.445870991773,9394.551078145561
847,100068,10686.762622070313,-266.8482391357422,89,104,1.0,10,1.0,1579.0416070556641,-22.227141876220703,0.06335302,3.1142248415946963,0.0,0.09999999999999998,16,6926.8739438514285,6906.283720396007
847,100068,11175.871923828125,-237.08287353515624,126,143,0.9888475836431226,10,1.0,531.8414242553711,-13.819147682189941,0.052295934,2.0922186189889906,0.0,0.09999999999999998,17,8277.633418464611,8726.485076828165
887,105559,15373.13564453125,-928.7915405273437,133,156,0.9757785467128027,10,1.0,499.7202265548706,-55.686412200927734,0.044929843,1.2411166433990002,0.00042196847973173133,0.09999999999999998,13,5245.285100156043,5322.191699491431
887,105559,6216.225732421875,-720.6969970703125,94,117,0.981042654028436,10,1.0,616.9779994964599,-32.30079700469971,0.03848416,0.7952747794985772,0.0012862674512143712,0.09999999999999998,14,3440.1212943111186,2947.023322080611
887,105559,13925.00546875,-922.6109252929688,129,143,0.9742647058823529,10,1.0,1638.0076020812987,-88.82023040771485,0.0665215,1.0935803931951522,0.00039584295418535473,0.09999999999999998,15,4891.140035893286,4741.609310219828
887,105559,20636.57517089844,-1031.36923828125,161,182,0.967930029154519,10,1.0,373.18572940826414,-52.209156875610354,0.043410882,1.6933005943894386,0.0004282493717801117,0.09999999999999998,16,7100.25532707312,6954.438105629195
887,105559,15684.6658203125,-846.3130126953125,99,117,0.9907407407407407,10,1.0,608.1740188598633,-19.695155811309814,0.023852449,0.9052848783135414,0.007686944396118634,0.09999999999999998,17,3352.5523692553343,3374.3184251752477
922,110005,14660.054034423829,-1148.2565185546875,133,156,0.9411764705882353,10,1.0,1299.130037612915,-82.86117431640625,0.054257095,0.7604005634784698,0.0004098968208245424,0.09999999999999998,13,5209.662072653848,5136.517857592111
922,110005,24782.19677734375,-776.890283203125,94,117,0.9715639810426541,10,1.0,3839.6102075195313,-140.49514709472658,0.113340095,0.829518963098526,0.0004828248719059047,0.09999999999999998,14,3240.8621531068525,3105.44496086982
922,110005,20444.56461791992,-986.7688354492187,128,143,0.959409594095941,10,1.0,1852.5001359558105,-112.98990676879883,0.101127125,0.6365095490217209,0.009889794669579715,0.09999999999999998,15,5146.922672095414,4617.877140904338
922,110005,24606.05129394531,-1328.2046142578124,161,182,0.9854227405247813,10,1.0,962.3123880004882,-63.590776138305664,0.036372695,1.3135903599858283,0.0010794382642779965,0.09999999999999998,16,7437.873545154037,6863.811704295982
922,110005,35869.21762695313,-757.1624267578125,98,117,0.9953488372093023,10,1.0,2562.61881652832,-78.44286491394043,0.050697662,1.173908957839012,0.014384291180758737,0.09999999999999998,17,3197.2798438555374,3186.493726331298
957,115057,60275.9201171875,-2329.444091796875,149,169,0.9559748427672956,10,1.0,1242.0544492340089,-97.92068954467773,0.029762719,1.0074046038091182,0.0,0.09999999999999998,13,6295.849183696774,6155.7061671011925
957,115057,73437.18061523438,-2220.3141357421873,101,117,0.9770642201834863,10,1.0,1978.299352722168,-72.96741378784179,0.042336304,1.1213755398988723,0.0,0.09999999999999998,14,3414.6914219869045,3237.2200533896726
957,115057,142938.84541015624,-2048.868017578125,76,91,0.9820359281437125,10,1.0,8963.796280517578,-284.8165859985352,0.12636237,0.7192273733019828,0.0,0.09999999999999998,15,2520.634392243367,2362.49744837258
957,115057,59633.62165527344,-2351.9170654296877,138,156,0.9625850340136054,10,1.0,3075.545492248535,-220.8878076171875,0.09439421,0.8086111380159855,0.0,0.09999999999999998,16,5608.32988223247,5376.159097441802
957,115057,24898.95068359375,-2167.965771484375,104,130,0.9700854700854701,10,1.0,3612.049292297363,-163.87247955322266,0.080524325,0.5291687753796578,0.0,0.09999999999999998,17,3621.6089671592695,3318.848325035248
1002,120873,87142.02637939453,-1972.97255859375,149,169,0.9685534591194969,10,1.0,6803.811811523437,-323.2335223388672,0.12815988,0.9019813604652882,0.0,0.09999999999999998,13,6127.616330098594,6121.884741671346
1002,120873,87429.84291992188,-1833.3817626953125,101,117,0.9403669724770642,10,1.0,11239.36586303711,-380.7930633544922,0.14368495,0.3931132061779499,0.0,0.09999999999999998,14,3379.4265781719546,3219.383012604548
1002,120873,70955.94443359374,-1468.4924560546874,76,91,0.9580838323353293,10,1.0,17158.88833496094,-467.70546142578127,0.18189743,0.45133006513118745,0.0,0.09999999999999998,15,2400.8193980569063,2326.1245863311246
